u,v,weight
10,109,0.03125
10,110,0.1150356145037
10,117,0.0212765957446809
10,118,0.172985673643568
10,123,0.025
10,13,0.0625
10,141,0.0227272727272727
10,146,0.0434988179669031
10,149,0.03125
10,152,0.03125
10,153,0.0715367965367965
10,154,0.1150356145037
10,157,0.1150356145037
10,159,0.172985673643568
10,160,0.0434988179669031
10,161,0.0928133922814774
10,163,0.077152340310235
10,167,0.1150356145037
10,174,0.0684988179669031
10,178,0.1150356145037
10,180,0.0475923852183651
10,188,0.172985673643568
10,198,0.03125
10,203,0.1150356145037
10,214,0.0238095238095238
10,216,0.172985673643568
10,218,0.132707895865791
10,224,0.0434988179669031
10,226,0.03125
10,228,0.0673083417764269
10,23,0.0910714285714286
10,234,0.0625
10,237,0.025
10,24,0.0673083417764269
10,243,0.1150356145037
10,247,0.1150356145037
10,251,0.1150356145037
10,255,0.110485673643568
10,257,0.03125
10,269,0.172985673643568
10,270,0.025
10,278,0.025
10,284,0.0477272727272727
10,287,0.0434988179669031
10,289,0.141735673643568
10,292,0.0227272727272727
10,297,0.0910714285714286
10,300,0.0678133922814774
10,309,0.172985673643568
10,311,0.141735673643568
10,312,0.141735673643568
10,317,0.0434988179669031
10,33,0.172985673643568
10,332,0.0450861195542047
10,338,0.0598214285714286
10,34,0.0928133922814774
10,344,0.172985673643568
10,346,0.0900356145036996
10,36,0.0222222222222222
10,360,0.110485673643568
10,365,0.0598214285714286
10,366,0.0477272727272727
10,37,0.119642857142857
10,370,0.0673083417764269
10,371,0.0673083417764269
10,373,0.0434988179669031
10,381,0.0841698841698842
10,383,0.0222222222222222
10,389,0.110485673643568
10,390,0.0998796130375078
10,395,0.0477272727272727
10,40,0.03125
10,404,0.0227272727272727
10,405,0.0819142450721398
10,406,0.0227272727272727
10,417,0.141735673643568
10,426,0.0819142450721398
10,427,0.0434988179669031
10,434,0.0715367965367965
10,438,0.0715367965367965
10,441,0.0263157894736842
10,443,0.03125
10,445,0.0625
10,456,0.197985673643568
10,465,0.03125
10,470,0.0222222222222222
10,475,0.172985673643568
10,48,0.0227272727272727
10,482,0.0434988179669031
10,491,0.0715367965367965
10,497,0.0238095238095238
10,501,0.0533428165007112
10,508,0.03125
10,510,0.1150356145037
10,513,0.141735673643568
10,515,0.172985673643568
10,528,0.0678133922814774
10,532,0.172985673643568
10,539,0.03125
10,542,0.141735673643568
10,545,0.0477272727272727
10,553,0.1150356145037
10,557,0.025
10,558,0.0900356145036996
10,570,0.0819142450721398
10,572,0.0434988179669031
10,579,0.0449494949494949
10,582,0.025
10,585,0.0715367965367965
10,586,0.141735673643568
10,587,0.172985673643568
10,59,0.0900356145036996
10,592,0.0819142450721398
10,594,0.0434988179669031
10,596,0.1150356145037
10,605,0.0263157894736842
10,618,0.0678133922814774
10,62,0.0212765957446809
10,627,0.0222222222222222
10,639,0.0673083417764269
10,648,0.025
10,653,0.0715367965367965
10,658,0.1150356145037
10,674,0.172985673643568
10,675,0.0227272727272727
10,681,0.0841698841698842
10,683,0.0673083417764269
10,686,0.0222222222222222
10,687,0.141735673643568
10,691,0.0227272727272727
10,697,0.03125
10,698,0.110485673643568
10,73,0.1150356145037
10,82,0.172985673643568
10,87,0.025
10,89,0.0222222222222222
100,101,0.0277777777777778
100,102,0.0277777777777778
100,106,0.134972954699121
100,107,0.0175438596491228
100,111,0.0163934426229508
100,114,0.0744827586206896
100,116,0.0787037037037037
100,125,0.0175438596491228
100,131,1.0297619047619
100,134,0.0142857142857143
100,138,0.0277777777777778
100,143,0.027598020555767
100,144,0.0416666666666667
100,148,0.0175438596491228
100,149,0.0277777777777778
100,151,0.0277992277992278
100,154,0.0277777777777778
100,156,0.0520266182698125
100,157,0.0418837348414813
100,160,0.0740265919843385
100,168,0.305768867061385
100,169,0.0277777777777778
100,170,0.0285714285714286
100,173,0.288225007412262
100,177,0.121248814206561
100,187,0.183448275862069
100,191,0.271831564789311
100,192,0.0277777777777778
100,193,0.132961143328583
100,195,0.0142857142857143
100,196,0.0689655172413793
100,202,0.0689655172413793
100,204,0.0277777777777778
100,206,0.177365670323417
100,207,0.0277777777777778
100,208,0.137642256829512
100,215,0.0520266182698125
100,218,0.0508762012436405
100,221,0.137527233115468
100,223,0.0482230165577879
100,224,0.197804972804973
100,226,0.0339373022720736
100,240,0.08
100,242,0.336115948799862
100,244,0.0277777777777778
100,245,0.0449648711943794
100,248,0.221558340745595
100,249,0.0920266182698125
100,251,0.0277777777777778
100,254,0.0277777777777778
100,255,0.148965517241379
100,258,0.0344827586206897
100,259,0.0285714285714286
100,261,0.0285714285714286
100,262,0.310592064298375
100,263,0.0760222443570157
100,264,0.157188533799167
100,266,0.0175438596491228
100,271,0.155186116478634
100,275,0.0625087308435022
100,283,0.0142857142857143
100,284,0.0482230165577879
100,285,0.0787037037037037
100,288,1.20177189649806
100,289,0.0175438596491228
100,290,0.305768867061385
100,291,0.193647654940173
100,292,0.44468737737129
100,294,0.0344827586206897
100,301,0.0418837348414813
100,302,0.0791638721216186
100,303,0.111519795657727
100,308,0.0454551634129099
100,310,0.0420849420849421
100,314,0.0344827586206897
100,318,0.0142857142857143
100,321,0.255252100840336
100,327,0.0420849420849421
100,329,0.336115948799862
100,331,0.0277777777777778
100,332,0.0820849420849421
100,333,0.0135135135135135
100,336,0.0142857142857143
100,337,0.305768867061385
100,345,0.0344827586206897
100,346,0.0277777777777778
100,347,0.333546644839163
100,356,0.0277777777777778
100,357,0.027598020555767
100,359,0.0142857142857143
100,361,0.0420849420849421
100,363,0.0418837348414813
100,366,0.0487684729064039
100,367,0.0277777777777778
100,368,0.0319416498993964
100,371,0.0140845070422535
100,373,0.0142857142857143
100,374,0.112642256829512
100,376,0.168646630742308
100,379,0.0163934426229508
100,380,0.0175438596491228
100,381,0.0277777777777778
100,384,0.0142857142857143
100,396,0.0142857142857143
100,397,0.159710352668099
100,399,0.0175438596491228
100,400,0.0319416498993964
100,402,0.125
100,410,0.0175438596491228
100,412,0.262151979565773
100,415,0.0277777777777778
100,417,0.0175438596491228
100,418,0.0277777777777778
100,421,0.0175438596491228
100,423,0.0791638721216186
100,424,0.0420849420849421
100,425,0.0277777777777778
100,428,0.0454551634129099
100,429,0.0135135135135135
100,440,0.0140845070422535
100,441,0.0420849420849421
100,442,0.0689655172413793
100,447,0.0285714285714286
100,448,0.0140845070422535
100,449,0.243260136217883
100,452,0.207789046653144
100,453,0.0344827586206897
100,457,0.830369093915076
100,459,0.102281986419917
100,460,0.0277777777777778
100,463,0.0135135135135135
100,464,0.0454551634129099
100,466,0.0344827586206897
100,469,0.0339373022720736
100,471,0.0135135135135135
100,473,0.0140845070422535
100,477,0.0339373022720736
100,480,0.0783916713494178
100,481,0.239102200394718
100,486,0.0339373022720736
100,491,0.0625087308435022
100,502,0.0339373022720736
100,504,0.0175438596491228
100,505,0.0339373022720736
100,506,0.305768867061385
100,509,0.0494855095485192
100,510,0.0344827586206897
100,522,0.0163934426229508
100,524,0.124964871194379
100,531,0.150582750582751
100,533,0.112121212121212
100,534,0.0135135135135135
100,536,0.243260136217883
100,538,0.0787037037037037
100,542,0.0277777777777778
100,543,0.158641625737303
100,546,0.0760222443570157
100,551,0.0472222222222222
100,553,0.107963894256412
100,555,0.108509350605028
100,560,0.0625087308435022
100,561,0.0676773856351321
100,564,0.0140845070422535
100,570,0.0344827586206897
100,575,0.0277777777777778
100,576,0.0887684729064039
100,579,0.0142857142857143
100,583,0.0175438596491228
100,588,0.108965517241379
100,593,0.0689655172413793
100,594,0.271750869434782
100,595,0.158736326694073
100,597,0.107963894256412
100,599,0.318186462324393
100,600,0.025
100,602,0.239385551848669
100,604,0.0787037037037037
100,606,0.392404080406109
100,607,0.0344827586206897
100,608,0.0319416498993964
100,610,0.197804972804973
100,614,0.0344827586206897
100,616,0.0142857142857143
100,617,0.112642256829512
100,619,0.0277777777777778
100,620,0.0904200346072893
100,622,0.0715197956577267
100,623,0.0482230165577879
100,625,0.0787037037037037
100,626,0.262151979565773
100,630,0.0277777777777778
100,632,0.0142857142857143
100,633,0.0625087308435022
100,636,0.239102200394718
100,638,0.0344827586206897
100,640,0.0449648711943794
100,641,0.159710352668099
100,642,0.102902819513453
100,643,0.037037037037037
100,644,0.0175438596491228
100,645,0.163079956037703
100,646,0.131138924096671
100,647,0.0344827586206897
100,649,0.0926773856351321
100,650,0.0163934426229508
100,658,0.0277777777777778
100,659,0.0163934426229508
100,660,0.0178571428571429
100,661,0.153186462324393
100,664,0.177474323062558
100,665,0.155186116478634
100,666,0.32343856316473
100,670,0.0142857142857143
100,677,0.0339373022720736
100,679,0.130186116478634
100,680,0.0344827586206897
100,682,0.0617150800498514
100,690,0.0901067513992692
100,692,0.0163934426229508
100,694,0.0740265919843385
100,696,0.0617150800498514
100,699,0.0163934426229508
101,102,0.0277777777777778
101,138,0.0521680216802168
101,149,0.0277777777777778
101,154,0.0277777777777778
101,157,0.024390243902439
101,169,0.0277777777777778
101,176,0.024390243902439
101,178,0.0344827586206897
101,181,0.024390243902439
101,192,0.0277777777777778
101,204,0.0277777777777778
101,207,0.0277777777777778
101,244,0.0277777777777778
101,247,0.0344827586206897
101,251,0.0277777777777778
101,254,0.0277777777777778
101,281,0.0344827586206897
101,295,0.024390243902439
101,311,0.024390243902439
101,323,0.024390243902439
101,326,0.0344827586206897
101,331,0.0277777777777778
101,336,0.0344827586206897
101,337,0.0344827586206897
101,342,0.024390243902439
101,345,0.024390243902439
101,346,0.0277777777777778
101,347,0.0277777777777778
101,356,0.0277777777777778
101,367,0.0277777777777778
101,378,0.0344827586206897
101,380,0.0344827586206897
101,381,0.0277777777777778
101,386,0.0344827586206897
101,391,0.024390243902439
101,394,0.0588730025231287
101,411,0.024390243902439
101,412,0.024390243902439
101,415,0.0277777777777778
101,418,0.0277777777777778
101,420,0.024390243902439
101,425,0.0277777777777778
101,439,0.0588730025231287
101,442,0.024390243902439
101,446,0.024390243902439
101,450,0.024390243902439
101,455,0.024390243902439
101,460,0.0277777777777778
101,477,0.0344827586206897
101,478,0.0344827586206897
101,481,0.0344827586206897
101,488,0.024390243902439
101,496,0.0344827586206897
101,499,0.024390243902439
101,506,0.0344827586206897
101,507,0.024390243902439
101,510,0.024390243902439
101,516,0.0344827586206897
101,534,0.0344827586206897
101,537,0.024390243902439
101,542,0.0277777777777778
101,563,0.024390243902439
101,569,0.024390243902439
101,575,0.0277777777777778
101,584,0.0344827586206897
101,585,0.0344827586206897
101,586,0.024390243902439
101,592,0.0344827586206897
101,602,0.024390243902439
101,619,0.0277777777777778
101,630,0.0866507803009064
101,638,0.024390243902439
101,648,0.024390243902439
101,651,0.0344827586206897
101,658,0.0277777777777778
101,678,0.0344827586206897
101,682,0.0277777777777778
101,696,0.0277777777777778
102,112,0.0357142857142857
102,114,0.0294117647058824
102,126,0.0357142857142857
102,138,0.0277777777777778
102,149,0.0277777777777778
102,154,0.0277777777777778
102,169,0.0571895424836601
102,178,0.0357142857142857
102,185,0.0357142857142857
102,192,0.0277777777777778
102,194,0.0294117647058824
102,199,0.0651260504201681
102,201,0.0294117647058824
102,204,0.0277777777777778
102,205,0.0294117647058824
102,207,0.0277777777777778
102,211,0.0357142857142857
102,215,0.0357142857142857
102,219,0.0294117647058824
102,233,0.0357142857142857
102,243,0.0357142857142857
102,244,0.0571895424836601
102,247,0.0357142857142857
102,248,0.0357142857142857
102,251,0.0277777777777778
102,254,0.0571895424836601
102,256,0.0294117647058824
102,258,0.0294117647058824
102,265,0.0294117647058824
102,290,0.0357142857142857
102,299,0.0294117647058824
102,312,0.0357142857142857
102,314,0.0294117647058824
102,320,0.0294117647058824
102,331,0.0634920634920635
102,335,0.0294117647058824
102,346,0.0277777777777778
102,347,0.0277777777777778
102,352,0.0357142857142857
102,356,0.0277777777777778
102,367,0.0277777777777778
102,381,0.0277777777777778
102,392,0.0294117647058824
102,414,0.0294117647058824
102,415,0.0277777777777778
102,418,0.0277777777777778
102,425,0.0571895424836601
102,446,0.0357142857142857
102,451,0.0294117647058824
102,458,0.0294117647058824
102,460,0.0929038281979458
102,466,0.0294117647058824
102,492,0.0357142857142857
102,497,0.0294117647058824
102,516,0.0294117647058824
102,542,0.0277777777777778
102,550,0.0357142857142857
102,556,0.0357142857142857
102,567,0.0357142857142857
102,573,0.0294117647058824
102,575,0.0277777777777778
102,591,0.0294117647058824
102,596,0.0294117647058824
102,619,0.0634920634920635
102,630,0.0277777777777778
102,631,0.0294117647058824
102,635,0.0294117647058824
102,658,0.0277777777777778
102,673,0.0294117647058824
102,682,0.0277777777777778
102,685,0.0357142857142857
102,696,0.0277777777777778
102,698,0.0357142857142857
103,110,0.190909090909091
103,117,0.1
103,154,0.222222222222222
103,167,0.190909090909091
103,174,0.190909090909091
103,228,0.190909090909091
103,251,0.190909090909091
103,267,0.111111111111111
103,407,0.222222222222222
103,438,0.190909090909091
103,471,0.222222222222222
103,510,0.222222222222222
103,609,0.190909090909091
103,614,0.0909090909090909
103,689,0.413131313131313
104,106,0.120591170059255
104,110,0.120591170059255
104,112,0.0232558139534884
104,113,0.0303030303030303
104,116,0.0178571428571429
104,117,0.0212765957446809
104,118,0.0232558139534884
104,120,0.0178571428571429
104,123,0.0477272727272727
104,125,0.0277777777777778
104,128,0.0459830866807611
104,141,0.0227272727272727
104,142,0.0303030303030303
104,146,0.0212765957446809
104,147,0.0222222222222222
104,151,0.0374125874125874
104,153,0.117171717171717
104,154,0.120591170059255
104,157,0.16067053513862
104,158,0.0459830866807611
104,160,0.0212765957446809
104,161,0.138796478962238
104,163,0.0697926104902849
104,164,0.0227272727272727
104,165,0.0303030303030303
104,166,0.0227272727272727
104,167,0.16067053513862
104,171,0.0181818181818182
104,174,0.0740543735224586
104,177,0.0766886752061954
104,178,0.120591170059255
104,180,0.0212765957446809
104,181,0.0277777777777778
104,184,0.0459830866807611
104,187,0.0562805119408893
104,190,0.0222222222222222
104,191,0.0604875283446712
104,192,0.0860624517601262
104,196,0.0188679245283019
104,200,0.0222222222222222
104,203,0.16067053513862
104,204,0.0459830866807611
104,208,0.0766886752061954
104,209,0.0204081632653061
104,214,0.0238095238095238
104,218,0.0222222222222222
104,224,0.0212765957446809
104,228,0.0629432624113475
104,231,0.0766886752061954
104,234,0.0303030303030303
104,235,0.0459830866807611
104,237,0.0527777777777778
104,238,0.0374125874125874
104,240,0.0227272727272727
104,243,0.120591170059255
104,245,0.0380986937590711
104,247,0.120591170059255
104,249,0.0766886752061954
104,250,0.0766886752061954
104,251,0.150894200362285
104,252,0.0385899814471243
104,255,0.0222222222222222
104,259,0.0963598770202544
104,260,0.0232558139534884
104,261,0.0400793650793651
104,267,0.0385899814471243
104,270,0.025
104,271,0.0277777777777778
104,274,0.0380986937590711
104,278,0.0527777777777778
104,279,0.0188679245283019
104,281,0.0232558139534884
104,282,0.0232558139534884
104,284,0.0477272727272727
104,285,0.0507111935683364
104,286,0.0303030303030303
104,287,0.0212765957446809
104,288,0.0385899814471243
104,292,0.0227272727272727
104,293,0.0400793650793651
104,294,0.0232558139534884
104,299,0.0507111935683364
104,300,0.0678133922814774
104,303,0.0766886752061954
104,307,0.0204081632653061
104,311,0.0535588442565187
104,313,0.124848848366369
104,315,0.0562805119408893
104,316,0.0303030303030303
104,317,0.0598665771918051
104,324,0.0562805119408893
104,326,0.0766886752061954
104,327,0.0227272727272727
104,328,0.0459830866807611
104,332,0.0450861195542047
104,336,0.0459830866807611
104,339,0.0994159479334681
104,340,0.0380986937590711
104,341,0.0204081632653061
104,342,0.0400793650793651
104,343,0.0374125874125874
104,346,0.144502067487673
104,356,0.106991705509226
104,366,0.0878066378066378
104,370,0.0450861195542047
104,371,0.0450861195542047
104,373,0.0405073649754501
104,376,0.0178571428571429
104,381,0.0459830866807611
104,384,0.0188679245283019
104,385,0.0400793650793651
104,386,0.061317254174397
104,388,0.0204081632653061
104,389,0.0303030303030303
104,390,0.0465367965367965
104,391,0.0222222222222222
104,393,0.0459830866807611
104,395,0.0755050505050505
104,401,0.0277777777777778
104,404,0.079007784668162
104,406,0.053030303030303
104,407,0.0766886752061954
104,411,0.0400793650793651
104,412,0.0678571428571429
104,420,0.0400793650793651
104,421,0.0277777777777778
104,423,0.0303030303030303
104,426,0.0405844155844156
104,427,0.0212765957446809
104,429,0.0181818181818182
104,432,0.0204081632653061
104,434,0.0715367965367965
104,436,0.0766886752061954
104,438,0.0715367965367965
104,439,0.0400793650793651
104,441,0.0178571428571429
104,442,0.0400793650793651
104,446,0.0400793650793651
104,447,0.0178571428571429
104,450,0.0400793650793651
104,451,0.0227272727272727
104,456,0.025
104,459,0.0303030303030303
104,462,0.0232558139534884
104,467,0.0766886752061954
104,468,0.0188679245283019
104,471,0.0204081632653061
104,473,0.0374125874125874
104,478,0.0766886752061954
104,482,0.0672596824254419
104,487,0.0562805119408893
104,488,0.0400793650793651
104,489,0.0277777777777778
104,490,0.0380986937590711
104,491,0.0715367965367965
104,493,0.0380986937590711
104,497,0.0238095238095238
104,499,0.0400793650793651
104,500,0.0188679245283019
104,501,0.0303030303030303
104,503,0.0481601731601732
104,507,0.0277777777777778
104,510,0.132892757360842
104,524,0.0227272727272727
104,528,0.0678133922814774
104,532,0.0303030303030303
104,534,0.0459830866807611
104,535,0.0178571428571429
104,536,0.0385899814471243
104,537,0.0400793650793651
104,542,0.0303030303030303
104,543,0.0385899814471243
104,545,0.133325801182944
104,546,0.0277777777777778
104,547,0.0766886752061954
104,549,0.0400793650793651
104,550,0.0459830866807611
104,553,0.120591170059255
104,555,0.0400793650793651
104,557,0.0527777777777778
104,558,0.0678133922814774
104,559,0.0178571428571429
104,561,0.0578207506778935
104,562,0.0562805119408893
104,566,0.0303030303030303
104,568,0.0303030303030303
104,570,0.064851011209063
104,572,0.0391337386018237
104,574,0.0188679245283019
104,577,0.0303030303030303
104,578,0.0766886752061954
104,579,0.0227272727272727
104,582,0.025
104,584,0.0459830866807611
104,585,0.0993145743145743
104,588,0.0459830866807611
104,589,0.079007784668162
104,590,0.0303030303030303
104,593,0.0459830866807611
104,594,0.0212765957446809
104,596,0.120591170059255
104,599,0.0766886752061954
104,600,0.0766886752061954
104,601,0.0410901467505241
104,602,0.0400793650793651
104,606,0.0380986937590711
104,611,0.0204081632653061
104,614,0.0222222222222222
104,615,0.0459830866807611
104,616,0.0192307692307692
104,617,0.0178571428571429
104,618,0.0678133922814774
104,620,0.0400793650793651
104,622,0.0385899814471243
104,626,0.122671761886957
104,627,0.0303030303030303
104,628,0.0865835422439196
104,630,0.0400793650793651
104,633,0.0459830866807611
104,639,0.0450861195542047
104,640,0.0380986937590711
104,641,0.0459830866807611
104,647,0.0232558139534884
104,648,0.075
104,651,0.0232558139534884
104,653,0.111616161616162
104,658,0.120591170059255
104,659,0.0227272727272727
104,662,0.0204081632653061
104,663,0.0562805119408893
104,666,0.0766886752061954
104,668,0.0178571428571429
104,669,0.0178571428571429
104,670,0.0178571428571429
104,671,0.0385899814471243
104,675,0.0227272727272727
104,676,0.0945458180633383
104,678,0.0459830866807611
104,680,0.0227272727272727
104,683,0.0450861195542047
104,687,0.0303030303030303
104,691,0.0227272727272727
104,695,0.0766886752061954
105,108,0.0590277777777778
105,115,0.0868651808549507
105,120,0.0277777777777778
105,123,0.0277777777777778
105,124,0.0277777777777778
105,127,0.0765873015873016
105,131,0.0892857142857143
105,135,0.22123701469487
105,139,0.0217391304347826
105,140,0.0489795918367347
105,141,0.24623701469487
105,143,0.041684759009987
105,144,0.0489795918367347
105,145,0.0454545454545455
105,151,0.0434988179669031
105,154,0.305264792472647
105,160,0.0527777777777778
105,163,0.0277777777777778
105,165,0.0217391304347826
105,174,0.0590277777777778
105,178,0.22031633305752
105,182,0.0450861195542047
105,190,0.0263157894736842
105,194,0.32031633305752
105,195,0.0527777777777778
105,201,0.0918252499889873
105,207,0.0590277777777778
105,214,0.142603723086846
105,216,0.0666666666666667
105,219,0.0263157894736842
105,222,0.0277777777777778
105,224,0.270191019774312
105,227,0.0924784098036378
105,231,0.174861787602975
105,234,0.0700861195542047
105,236,0.0840277777777778
105,237,0.0277777777777778
105,240,0.0723475355054302
105,242,0.106284038542103
105,246,0.0748112560054907
105,247,0.0277777777777778
105,249,0.305264792472647
105,253,0.0666666666666667
105,255,0.0965719770550997
105,256,0.0277777777777778
105,261,0.0263157894736842
105,265,0.119603027766765
105,268,0.0263157894736842
105,274,0.0765873015873016
105,278,0.0277777777777778
105,282,0.170191019774312
105,287,0.14796879755209
105,289,0.0666666666666667
105,291,0.0277777777777778
105,297,0.0277777777777778
105,299,0.0277777777777778
105,301,0.0668252499889873
105,303,0.116287933613162
105,305,0.0277777777777778
105,310,0.0212765957446809
105,319,0.0981207732359806
105,323,0.0527777777777778
105,324,0.025
105,326,0.114032294515417
105,328,0.194153681361536
105,330,0.0217391304347826
105,333,0.0212765957446809
105,336,0.0723475355054302
105,337,0.32031633305752
105,338,0.050125313283208
105,340,0.0277777777777778
105,341,0.176150895140665
105,351,0.141287933613162
105,352,0.0590277777777778
105,353,0.21342689568496
105,354,0.050125313283208
105,356,0.0277777777777778
105,362,0.24623701469487
105,363,0.0668252499889873
105,364,0.03125
105,368,0.051150895140665
105,370,0.0222222222222222
